artist,score,author
Make Believe,4.8,Joe Tangari
Gasp,7.4,Zach Baron
Richard Hell,8.6,Jason Crock
Galaxie 500,8.4,Mark Richardson
Madonna,6.2,Stephen M. Deusner
David Dondero,6.5,Brian Howe
The Gris Gris,7.4,Adam Moerder
Mike Ladd,8.4,Joe Tangari
Lady Sovereign,6.5,Nick Sylvester
Wilco,8.3,Marc Hogan
Grizzly Bear,7.4,Marc Hogan
No-Neck Blues Band,8.0,Matthew Murphy
Burt Bacharach,4.0,Stephen M. Deusner
Babyshambles,7.7,Rachel Khong
Circulus,6.2,Michael Idov
Dirty Three,6.7,Mark Richardson
Dead Kennedys,7.0,Cory D. Byrom
Kate Bush,6.4,Dominique Leone
Hella,6.8,Matthew Murphy
Dawn Smithson,6.8,Matthew Murphy
Songs of Green Pheasant,7.3,Adam Moerder
The Skygreen Leopards,7.4,Brian Howe
Beastie Boys,7.5,Sean Fennessey
Colder,5.1,Nick Sylvester
Goblin Cock,7.3,Judson Picco
Guided by Voices,9.2,Stephen M. Deusner
Bonnie “Prince” Billy,7.1,Alex Linhardt
The Like,6.8,Rachel Khong
Old 97's,7.0,Stephen M. Deusner
Gravenhurst,7.1,Jason Crock
The Mars Volta,3.5,Jason Crock
Matt Pond PA,4.0,Marc Hogan
Derek Bailey,7.0,Matthew Murphy
The Bats,7.6,Joe Tangari
Test Icicles,8.1,Sam Ubl
The Lost Patrol Band,4.7,Cory D. Byrom
Carlos Giffoni,7.3,Zach Baron
AFX,8.9,Mark Richardson
Public Enemy,5.9,Sean Fennessey
Craig Wedren,6.3,Brian Howe
Harvey Danger,6.9,Adam Moerder
Jack Rose,8.0,Zach Baron
We Are Wolves,7.4,Adam Moerder
"The Angels of Light, Akron/Family",8.0,Sam Ubl
Guided by Voices,7.0,Jason Crock
Antony and the Johnsons,7.5,Brandon Stosuy
Bun B,6.9,Tom Breihan
stellastarr*,6.9,Rachel Khong
Imogen Heap,6.4,David Raposa
Celebration,6.7,Tom Breihan
Malcolm Middleton,6.8,Marc Hogan
Early Man,7.7,Cory D. Byrom
The Prodigy,9.1,Jess Harvell
Nirvana,6.8,Amanda Petrusich
From Monument to Masses,6.4,Cory D. Byrom
Khanate,7.7,Brandon Stosuy
Pinetop Seven,8.4,Stephen M. Deusner
Vashti Bunyan,8.5,Matthew Murphy
Her Space Holiday,4.7,Marc Hogan
Dominik Eulberg,8.4,Philip Sherburne
Earth,4.9,Austin Gaines
Destiny’s Child,7.2,Jess Harvell
The USA Is a Monster,7.1,Matthew Murphy
Make a Rising,7.9,Chris Dahlen
Cristian Vogel,8.3,Dominique Leone
The Band,8.7,Stephen M. Deusner
The Joggers,8.3,Jason Crock
Rogue Wave,7.8,Brian Howe
Annie,7.5,Nick Sylvester
T. Raumschmiere,6.4,Nitsuh Abebe
Emmanuel Jal,8.2,Joe Tangari
The Fiery Furnaces,4.0,Amanda Petrusich
Rev Run,5.4,Sean Fennessey
Wayne B,6.9,Matthew Murphy
Explosions in the Sky,7.9,Sam Ubl
Silver Jews,7.9,Brian Howe
Metric,4.2,Ryan Dombal
Diamond Nights,5.4,Adam Moerder
Calla,6.8,Jeff Leven
Joan of Arc,3.5,Marc Hogan
The Detroit Cobras,7.5,Johnny Loftus
Three 6 Mafia,8.1,Tom Breihan
Depeche Mode,7.0,Nitsuh Abebe
Ninja High School,7.0,Jason Crock
Liz Janes,7.2,Rachel Khong
Arab Strap,8.0,Matthew Murphy
Lightning Bolt,7.3,Brandon Stosuy
AFX,6.8,Marc Hogan
Numbers,6.0,Adam Moerder
Delia Gonzalez and Gavin Russom,7.6,Dominique Leone
Animal Collective,9.0,Mark Richardson
XXL,7.0,Brian Howe
Boards of Canada,7.6,Mark Richardson
The Dead Science,7.4,Brian Howe
The Deadly Snakes,8.1,Amanda Petrusich
Talking Heads,9.1,Joe Tangari
Freakwater,7.2,Stephen M. Deusner
Tim Fite,3.6,Stephen M. Deusner
J-Live,6.5,Peter Macia
Minus Story,7.3,Jason Crock
The Clientele,8.6,Mark Richardson
Sonic Youth,8.5,David Raposa
Gang of Four,6.0,Joe Tangari
We Are Scientists,6.7,Jason Crock
Cerberus Shoal,7.3,Matthew Murphy
Audion,8.0,Johnny Loftus
Dungen,6.3,Sam Ubl
Cage,8.3,Tom Breihan
Danger Doom,7.8,Peter Macia
Lichens,7.2,Matthew Murphy
Richard Thompson,7.7,Jeff Leven
Neon Blonde,7.7,Cory D. Byrom
Constantines,7.6,Marc Hogan
Tren Brothers,6.6,Mark Richardson
dEUS,7.8,Joe Tangari
WHY?,7.8,Chris Dahlen
Clipse,7.0,Sean Fennessey
Swords,7.3,Adam Moerder
Castanets,7.7,Brian Howe
Mouse on Mars,8.0,Mark Richardson
Deerhoof,9.0,Nick Sylvester
The Fall,7.8,Joe Tangari
The Go! Team,8.7,Rob Mitchum
Juliana Hatfield,5.0,Rachel Khong
Amusement Parks on Fire,6.6,Jason Crock
Hackensaw Boys,6.9,Stephen M. Deusner
Paul Wall,7.9,Tom Breihan
My Morning Jacket,7.6,Stephen M. Deusner
Armand Van Helden,3.9,Tom Breihan
The Hospitals,5.2,Matthew Murphy
John Lennon,8.0,Dominique Leone
Nicolay,4.8,Sam Ubl
The Sun,5.9,Jason Crock
Kiss Me Deadly,7.8,Brian Howe
Ladytron,8.3,Mark Pytlik
Fiona Apple,7.8,Rob Mitchum
Jackson and His Computerband,7.8,Dominique Leone
Ghost of Monkshood,7.3,Brian Howe
Atmosphere,5.9,Sean Fennessey
Mount Eerie,6.8,Sam Ubl
Broken Social Scene,8.4,Ryan Dombal
The Beta Band,7.2,Jess Harvell
The Occasion,7.6,Michael Idov
Robyn,8.2,Jess Harvell
Franz Ferdinand,8.3,Nitsuh Abebe
Liz Phair,2.0,Amy Phillips
Blackalicious,7.4,Matthew Murphy
DJ Spooky,6.0,Cory D. Byrom
Giant Drag,6.8,Jason Crock
Amadou & Mariam,8.0,Joe Tangari
Neil Young,5.8,Stephen M. Deusner
Broken Spindles,7.0,Adam Moerder
Kepler,7.6,Brian Howe
Richard Hawley,8.1,Mark Richardson
The Rosebuds,8.1,Amy Phillips
XBXRX,6.5,Jason Crock
Ryan Adams & the Cardinals,7.7,Marc Hogan
The Warlocks,1.7,Nick Sylvester
Mommy and Daddy,6.0,Sam Ubl
Big Star,5.3,Stephen M. Deusner
Marjorie Fair,6.9,Rachel Khong
Bellini,7.3,Austin Gaines
Vibracathedral Orchestra,7.8,Matthew Murphy
Neutral Milk Hotel,10.0,Mark Richardson
Kingsbury Manx,7.7,Joe Tangari
Nat Baldwin,7.8,Chris Dahlen
Reigning Sound,7.8,Stephen M. Deusner
Wolf Parade,9.2,Brandon Stosuy
Grandaddy,5.6,Marc Hogan
John Wilkes Booze,6.8,Jason Crock
Lords,7.2,Cory D. Byrom
Run-D.M.C.,8.1,Tom Breihan
Echo and the Bunnymen,6.7,Joe Tangari
Moistboyz,5.0,Brian Howe
Jóhann Jóhannsson,7.5,Mark Richardson
Ween,7.6,Adam Moerder
Old Time Relijun,7.7,Jason Crock
Nada Surf,6.4,Marc Hogan
Tony Conrad,6.4,Matthew Murphy
Mazarin,8.0,Brian Howe
Jason Forrest,8.2,Rob Mitchum
David Bowie,7.7,Michael Idov
David Banner,8.4,Julianne Escobedo Shepherd
Apes,6.9,Jason Crock
The Jim Yoshii Pile-Up,7.0,Adam Moerder
You Say Party,7.3,Marc Hogan
Excepter,7.1,Dominique Leone
Blood on the Wall,8.1,Nick Sylvester
American Analog Set,6.8,Joe Tangari
Black Mountain,6.8,Brian Howe
Eazy-E,8.0,Sean Fennessey
Broadcast,7.5,David Raposa
Richard Swift,6.9,Stephen M. Deusner
The Most Serene Republic,6.8,Ryan Dombal
Susumu Yokota,7.7,Mark Richardson
David Axelrod,8.7,Sean Fennessey
CocoRosie,3.4,Sam Ubl
The Dandy Warhols,1.2,Marc Hogan
Paavoharju,7.8,Brandon Stosuy
Meat Beat Manifesto,7.1,Cory D. Byrom
R.L. Burnside,7.7,Mark Richardson
Damian Marley,7.7,Tom Breihan
Little Brother,6.0,Peter Macia
OK Go,2.2,Adam Moerder
The Real Tuesday Weld,6.9,Marc Hogan
Hail Social,7.0,Brian Howe
The Double,7.4,Matthew Murphy
"Calexico, Iron & Wine",8.5,Joe Tangari
August Born,7.3,Matthew Murphy
Modey Lemon,7.5,Jason Crock
Apollo Sunshine,7.8,Joe Tangari
Stereolab,7.1,Dominique Leone
Devendra Banhart,8.4,Brandon Stosuy
Sigur Rós,7.8,Amanda Petrusich
Rob Swift,5.0,Jamin Warren
Heavy Trash,7.4,Sam Ubl
Dabrye,7.9,Jess Harvell
Emmylou Harris,7.2,Stephen M. Deusner
Seu Jorge,7.4,Sean Fennessey
The Rakes,6.3,Brian Howe
Luomo,9.7,Philip Sherburne
Asmus Tietchens,7.7,Dominique Leone
Elbow,6.2,Rachel Khong
Luke Haines,7.7,Joe Tangari
YOB,8.0,Austin Gaines
Black Dice,8.1,Dominique Leone
"Devendra Banhart, Jana Hunter",7.0,Matthew Murphy
The Greenhornes,6.8,Stephen M. Deusner
Felt,7.7,Tom Breihan
Gogol Bordello,7.8,Jess Harvell
10 in the Swear Jar,7.4,Brian Howe
Serena-Maneesh,8.6,Nick Sylvester
M83,6.5,Brandon Stosuy
Koufax,6.4,Jason Crock
June Carter Cash,7.7,Stephen M. Deusner
Flamin' Groovies,8.5,Joe Tangari
Bob Dylan,9.3,Amanda Petrusich
José González,7.0,Marc Hogan
Ivan Smagghe,7.2,Jess Harvell
Hair Police,7.7,Matthew Murphy
Hard-Fi,7.3,David Raposa
Black Rebel Motorcycle Club,7.0,Amanda Petrusich
White Mice,6.0,Cory D. Byrom
Minotaur Shock,6.2,Nick Sylvester
Keiji Haino,7.8,Brandon Stosuy
Goldfrapp,7.0,Nitsuh Abebe
Quasimoto,8.5,Peter Macia
Orenda Fink,6.8,Adam Moerder
Mayday,7.5,Brian Howe
Daikaiju,7.8,Joe Tangari
New Buffalo,6.8,Rob Mitchum
Bloc Party,8.0,Nitsuh Abebe
Cowboy Junkies,5.7,Mark Richardson
Waco Brothers,6.6,Matthew Murphy
The Bevis Frond,6.8,Marc Hogan
Supergrass,7.2,Joe Tangari
Death Cab for Cutie,6.5,Joe Tangari
Gospel,7.8,Austin Gaines
Laura Veirs,7.9,Stephen M. Deusner
Portastatic,6.9,Brandon Stosuy
A Certain Ratio,6.1,Jess Harvell
Kanye West,9.5,Sean Fennessey
Bottom of the Hudson,7.2,Jason Crock
Foreign Born,7.6,Adam Moerder
John Vanderslice,8.3,David Raposa
Iron Maiden,7.5,Cory D. Byrom
Nations by the River,5.4,Stephen M. Deusner
The Spinto Band,7.3,Marc Hogan
Thuja,7.4,Matthew Murphy
Get Him Eat Him,7.4,Brian Howe
Bell Orchestre,7.8,Sam Ubl
Mobius Band,5.8,Ryan Dombal
Vetiver,6.4,Sam Ubl
Minus the Bear,7.1,Adam Moerder
Felipe + Forte,7.3,Nick Sylvester
Super Furry Animals,8.5,Marc Hogan
Björk,7.0,Dominique Leone
Tenement Halls,5.3,Jason Crock
Kinski,5.9,Joe Tangari
Flotation Toy Warning,7.4,Brian Howe & Brandon Stosuy
Violent Femmes,7.5,Mark Richardson
Daniel Lanois,3.8,Stephen M. Deusner
Leaves,6.2,Adam Moerder
Sunburned Hand of the Man,7.5,Matthew Murphy
Derek Bailey,8.0,Dominique Leone
The New Pornographers,9.0,Rob Mitchum
Alarm Will Sound,5.9,Mark Richardson
I Am Kloot,6.0,Rachel Khong
Chad VanGaalen,7.1,Stephen M. Deusner
Brakes,7.5,Brian Howe
The Kallikak Family,8.2,Cory D. Byrom
The Cribs,3.0,Jason Crock
Gene Defcon,4.8,Brian Howe
The Visible Men,5.2,David Raposa
Afrirampo,7.9,Matthew Murphy
The Stooges,8.9,Joe Tangari
Criteria,4.8,Adam Moerder
Electronicat,5.1,Nitsuh Abebe
Gang Gang Dance,6.9,Brandon Stosuy
Part Chimp,7.9,Jason Crock
The Ponys,7.3,Matthew Murphy
Phosphorescent,7.6,Stephen M. Deusner
Field Music,7.6,Marc Hogan
Mount Eerie,5.0,Sam Ubl
Geiger,5.5,Nitsuh Abebe
Kid606,6.0,Mark Richardson
Windsor for the Derby,6.8,Cory D. Byrom
Jeezy,7.7,Sean Fennessey
Wooden Wand,8.0,Brandon Stosuy
Terrestrial Tones,6.5,Matthew Murphy
Subtitle,7.3,Brian Howe
Icky Boyfriends,7.5,Marc Hogan
Sons and Daughters,7.5,Joe Tangari
Johnny Cash,9.0,Amanda Petrusich
The 101'ers,7.0,Stephen M. Deusner
Without Gravity,4.0,Adam Moerder
Agoraphobic Nosebleed,7.1,Austin Gaines
The Life and Times,7.4,Jason Crock
Buckshot,7.8,Peter Macia
The Go! Team,7.9,Rob Mitchum
The Nein,5.1,Ryan Dombal
The Posies,6.8,Joe Tangari
Acid Mothers Temple,7.3,Mark Richardson
Holopaw,8.4,Amanda Petrusich
Cursive,6.3,Sam Ubl
Oxes,6.9,Brian Howe
The Body Lovers/The Body Haters,7.3,Austin Gaines
Fursaxa,7.9,Matthew Murphy
AFX,6.3,Marc Hogan
Michael Jackson,8.7,David Raposa
Unsane,5.0,Brandon Stosuy
Doleful Lions,6.6,Adam Moerder
Electric Light Orchestra,7.7,Rob Mitchum
Dipset,7.7,Sam Ubl
Ramones,9.6,Stephen M. Deusner
Statistics,1.0,Marc Hogan
Editors,6.0,Jason Crock
Alaska!,6.6,Stephen M. Deusner
Colleen,8.0,Nitsuh Abebe
Matthew Herbert,6.1,Mark Richardson
Some Girls,5.9,Matthew Murphy
ElekTro4,6.3,Brian Howe
Teenage Fanclub,7.4,Joe Tangari
Funkadelic,9.0,Dominique Leone
Fruit Bats,6.3,Sam Ubl
Turbonegro,2.8,Cory D. Byrom
Melvins,5.3,Austin Gaines
Public Enemy,9.4,Sean Fennessey
Dressy Bessy,6.3,Adam Moerder
Chin Up Chin Up,7.0,Jason Crock
Luke Vibert,7.5,Mark Richardson
Dungen,9.3,Brandon Stosuy
UNKLEsounds,3.8,Ryan Dombal
Githead,6.9,Joe Tangari
Baïkonour,7.7,Matthew Murphy
"Fennesz, Sakamoto",7.8,Mark Richardson
Clor,8.2,Sam Ubl
Mixel Pixel,4.6,Jason Crock
Tralala,6.1,Marc Hogan
Spires That in the Sunset Rise,7.6,Matthew Murphy
Tom Vek,7.6,Sam Ubl
Iggy Pop,7.9,Stephen M. Deusner
Exile,6.9,Jess Harvell
Negativland,7.5,Brian Howe
Bohren & Der Club of Gore,7.6,Brandon Stosuy
Mahogany,7.8,Joe Tangari
Pelican,7.0,Brandon Stosuy
Diamond Nights,4.9,Adam Moerder
Mark Stewart,7.5,Matthew Murphy
Ferenc,7.6,Nick Sylvester
Sybris,8.0,Brian Howe
Orange Juice,9.3,Scott Plagenhoef
Lungfish,5.8,Brian Howe
Merzbow,6.8,Mark Richardson
Denison Witmer,7.1,Jason Crock
Gary Higgins,7.9,Brandon Stosuy
Bob Mould,7.4,David Raposa
Longwave,5.6,Jason Crock
Willie Nelson,3.8,Stephen  M. Deusner
Tosca,7.0,Mark Richardson
Eric Malmberg,8.0,Dominique Leone
Alan Braxe,8.9,Mark Pytlik
Buck 65,6.8,Sam Ubl
Youth Group,5.1,Jason Crock
Darren Hanlon,7.2,Marc Hogan
Meredith Bragg and The Terminals,7.5,Stephen M. Deusner
Kano,8.4,Ryan Dombal
The Black Dahlia Murder,7.0,Cory D. Byrom
Metalux,6.8,Matthew Murphy
They Might Be Giants,7.2,Stephen M. Deusner
The Starvations,7.5,Brian Howe
M.A.N.D.Y.,7.6,Jess Harvell
Frank Black,6.0,Joe Tangari
Little Barrie,5.7,Marc Hogan
Hosono & Yokoo,8.3,Dominique Leone
The Juan MacLean,8.1,Jess Harvell
The Concretes,7.3,Marc Hogan
Vanishing Kids,6.9,Adam Moerder
Medications,7.6,Joe Tangari
Nick Castro and the Poison Tree,7.8,Matthew Murphy
Xiu Xiu,7.9,Brian Howe
Esmerine,6.2,David Raposa
Son Volt,6.8,Stephen M. Deusner
"Grandmaster Flash, Grandmaster Flash & The Furious Five",6.4,Mark Richardson
"Jim O’Rourke, White Out, William Winant",7.5,Matthew Murphy
Platinum Pied Pipers,7.2,Sam Ubl
Prefuse 73,7.5,Mark Richardson
The Redwalls,3.6,Marc Hogan
Puerto Muerto,7.3,Stephen M. Deusner
Doveman,8.0,Michael Idov
Slim Thug,7.5,Tom Breihan
Can,8.8,Dominique Leone
Richard Buckner & Jon Langford,7.4,Stephen M. Deusner
Stromba,7.7,Jason Crock
Femi Kuti,7.9,Joe Tangari
Arcade Fire,6.8,Stephen M. Deusner
Circus Devils,4.1,Jason Crock
Sunset Rubdown,5.1,Rob Mitchum
The Primary 5,7.2,Marc Hogan
Piano Magic,7.6,Mark Richardson
Röyksopp,8.1,Nitsuh Abebe
The Peppermints,3.7,Matthew Murphy
Ying Yang Twins,7.5,Tom Breihan
Auburn Lull,7.5,Joe Tangari
13th Floor Elevators,9.1,Stephen M. Deusner
Róisín Murphy,8.4,Mark Richardson
Odawas,6.7,Matthew Murphy
Absentee,6.8,Joe Tangari
Collapsar,6.9,Cory D. Byrom
Wolf Parade,7.1,Brandon Stosuy
Doris Henson,6.7,Jason Crock
F.S. Blumm,6.9,Adam Moerder
Oxford Collapse,7.8,Sam Ubl
Missy Elliott,6.8,Ryan Dombal
Slow Dazzle,5.8,Marc Hogan
Skeletons and the Girl-Faced Boys,7.0,Brandon Stosuy
Smegma,7.2,Jason Crock
The Fall,9.6,David Raposa
R. Kelly,7.4,Rob Mitchum
Smog,6.0,Brian Howe
The Planet The,7.3,Adam Moerder
White Rock,7.7,Matthew Murphy
Jamie Lidell,8.5,Mark Pytlik
Sufjan Stevens,9.2,Amanda Petrusich
Optimo,8.2,Jess Harvell
Paul Westerberg,6.9,Stephen M. Deusner
Oneida,7.4,Sam Ubl
Billie Holiday,9.6,Mark Richardson
No Wait Wait,6.9,Marc Hogan
Fifths of Seven,7.7,Matthew Murphy
Desmond Dekker,7.8,Jess Harvell
M83,6.5,Brian Howe
Diplo,7.5,Nick Sylvester
Battletorn,4.0,Adam Moerder
Ol’ Dirty Bastard,4.8,Ryan Dombal
Lowlights,7.7,Joe Tangari
Fountains of Wayne,5.9,Stephen M. Deusner
The Mae Shi,7.0,Jason Crock
More Dogs,7.1,Marc Hogan
The Red Chord,7.1,Cory D. Byrom
Hanne Hukkelberg,7.2,Matthew Murphy
Electric Six,4.4,Adam Moerder
Mice Parade,6.4,Mark Richardson
"Yann Tiersen, Shannon Wright",6.8,Brian Howe
Rod Lee,7.9,Tom Breihan
Joy Zipper,6.7,Marc Hogan
Hair Police,7.6,Matthew Murphy
Om,7.8,Brandon Stosuy
The Old Haunts,6.7,Stephen M. Deusner
Wilderness,8.5,Ryan Schreiber
Goon Moon,6.3,Jason Crock
The Narrator,7.5,Brian Howe
Eyeball Skeleton,4.9,Johnny Loftus
Need New Body,5.6,Sam Ubl
22-20s,6.6,Adam Moerder
Pajo,7.3,Brian Howe
Orthrelm,8.5,Dominique Leone
Black Sunday,8.0,Stephen M. Deusner
Clap Your Hands Say Yeah,9.0,Brian Howe
Say Hi to Your Mom,4.8,Marc Hogan
Turin Brakes,6.5,Adam Moerder
The Velvet Underground,9.3,Mark Richardson
Major Stars,8.2,Brandon Stosuy
Screaming Trees,3.5,David Raposa
Applied Communications,6.7,Nitsuh Abebe
The Tears,7.0,Joe Tangari
Billy Corgan,6.4,Nick Sylvester
Isis,6.2,Brandon Stosuy
The Orange Peels,3.3,Marc Hogan
Ellen Allien,7.0,Nick Sylvester
Engineers,7.2,Joe Tangari
Laura Cantrell,7.6,Stephen M. Deusner
Saint Etienne,7.8,Nitsuh Abebe
The Dead 60s,5.8,Adam Moerder
The Secret Machines,5.8,Stephen M. Deusner
Red Sparowes,5.9,Sam Ubl
M.E.D.,6.7,Ryan Dombal
Foo Fighters,6.8,Amanda Petrusich
Thrones,5.8,Cory D. Byrom
Bear Vs. Shark,7.7,Brian Howe
NOMO,7.8,Joe Tangari
T.O.K.,8.1,Tom Breihan
Isolée,8.4,Nick Sylvester
Lali Puna,7.0,Nitsuh Abebe
Despistado,7.5,Adam Moerder
Jason Forrest,7.5,Cameron Macdonald
The Oranges Band,7.6,Jason Crock
Brian Eno,6.1,Mark Richardson
Pernice Brothers,5.8,Marc Hogan
Mugison,7.1,Matthew Murphy
Mathematics,7.5,Brian Howe
Islaja,7.6,Dominique Leone
The Fall,9.3,Joe Tangari
Tullycraft,6.8,Marc Hogan
Team Sleep,6.1,Jason Crock
Spoonie Gee,7.2,David Raposa
The Dirtbombs,8.2,Matthew Murphy
DJ Shadow,10.0,Chris Dahlen
Young Gunz,6.8,Tom Breihan
Chris Cutler,7.7,Dominique Leone
Smog,7.7,Eric Carr
Richard Thompson,7.6,Stephen M. Deusner
Early Man,3.9,Sam Ubl
Nobody,7.1,Ryan Dombal
The Duke Spirit,7.4,Adam Moerder
Kirsty MacColl,8.2,Stephen M. Deusner
Kraftwerk,9.0,Mark Richardson
Lucero,7.5,Stephen M. Deusner
Coldplay,4.9,Joe Tangari
Super Furry Animals,8.4,Marc Hogan
Make Believe,6.0,Brian Howe
Memphis Bleek,4.3,Tom Breihan
A Northern Chorus,6.0,Brian Howe
P:ano,7.4,Marc Hogan
Keith Fullerton Whitman,9.1,Mark Richardson
The White Stripes,7.3,Matthew Murphy
Blueprint,6.0,Peter Macia
Odd Nosdam,7.0,Brian Howe
Yellow Swans,7.3,Sam Ubl
Head of Femur,7.9,Joe Tangari
Art Brut,8.9,Rob Mitchum
The Coral,6.0,Adam Moerder
At the Drive In,8.3,Jason Crock
Four Tet,7.4,Ryan Dombal
Eric B. & Rakim,7.8,Jess Harvell
Maria Taylor,6.2,Adam Moerder
An Angle,4.3,Jason Crock
The Album Leaf,7.6,Brian Howe
Sloan,7.9,Marc Hogan
Oasis,4.7,Joe Tangari
Common,8.6,Ryan Dombal
Dead Machines,6.4,Matthew Murphy
Kill Memory Crash,4.9,Cameron Macdonald
Troubled Hubble,6.8,Marc Hogan
Gilles Peterson,7.0,Joe Tangari
Martha Wainwright,7.8,Stephen M. Duesner
William Parker,7.0,Matthew Murphy
Fannypack,7.2,Nitsuh Abebe
TTC,8.0,Peter Macia
Quasimoto,7.0,Jamin Warren
Son Volt,6.7,Stephen M. Deusner
Audioslave,6.8,Nick Sylvester
Aimee Mann,7.4,David Raposa
Belle and Sebastian,9.2,Scott Plagenhoef
Mike Jones,7.0,Julianne Escobedo Shepherd
Idiot Pilot,3.5,Adam Moerder
Plane,6.2,Brian Howe
The Magic Numbers,7.6,Marc Hogan
Josephine Foster,7.8,Nick Sylvester
Stephen Malkmus and the Jicks,8.7,Sam Ubl
Sleater-Kinney,9.0,Stephen M. Deusner
Dance Disaster Movement,6.4,Adam Moerder
WHY?,6.6,Cameron Macdonald
Deadbeat,7.7,Cameron Macdonald
Goldie Lookin' Chain,2.0,Jason Crock
The Punks,7.1,Matthew Murphy
De Novo Dahl,7.5,Joe Tangari
Earth,7.8,Johnny Loftus
Gorillaz,6.9,Rob Mitchum
Dr. Dog,4.4,David Raposa
Hal,6.1,Marc Hogan
The Cloud Room,6.6,Jason Crock
Scout Niblett,6.8,Stephen M. Deusner
Caribou,5.7,Mark Richardson
Superpitcher,7.9,Jess Harvell
Dungen,5.9,Sam Ubl
The Dudley Coroporation,6.6,Ryan Dombal
Shrimp Boat,7.0,Matthew Murphy
Rachid Taha,7.8,Joe Tangari
Electrelane,7.3,Nitsuh Abebe
Jane,7.8,Nick Sylvester
Deerhoof,7.9,Nick Sylvester
Sunn O))),8.0,Brandon Stosuy
C-Rayz Walz,4.2,Tom Breihan
Maximo Park,8.4,Sam Ubl
Cloud Cult,8.3,Marc Hogan
Robbie Fulks,4.1,Stephen M. Deusner
The Go-Betweens,7.0,Adam Moerder
Amerie,7.6,Tom Breihan
Chok Rock,7.7,Cameron Macdonald
Nudge,7.2,Matthew Murphy
Bearsuit,7.5,Marc Hogan
"Animal Collective, Vashti Bunyan",8.4,Mark Richardson
DJ Clever,7.2,Jess Harvell
Currituck Co.,5.9,Brandon Stosuy
Chatham County Line,7.3,Joe Tangari
The Cure,7.5,Nitsuh Abebe
Marissa Nadler,7.8,Matthew Murphy
Gang of Four,9.5,Jess Harvell
Lucinda Williams,7.3,Stephen M. Deusner
Foetus,6.0,Adam Moerder
The Russian Futurists,7.8,Brian Howe
Populous,6.5,Jason Crock
Headphones,7.0,Marc Hogan
Excepter,8.2,Nick Sylvester
Nine Inch Nails,6.5,David Raposa
Resplendent,8.1,Joe Tangari
The Robot Ate Me,7.8,Jason Crock
The Zincs,7.5,Brian Howe
Spoon,7.9,Eric Carr
Scott H. Biram,4.3,Stephen M. Deusner
Elvis Costello,8.7,Stephen M. Deusner
Weezer,0.4,Rob Mitchum
Picastro,7.5,Adam Moerder
Hot Snakes,7.0,Brian Howe
Nathan Michel,7.6,Mark Richardson
Parlour,7.3,Matthew Murphy
13 & God,8.1,Brian Howe
The Exposures,7.1,Cameron Macdonald
The Hold Steady,8.7,Tom Breihan
Caesars,4.9,Marc Hogan
Datarock,7.8,Nick Sylvester
Mike Doughty,5.5,Jason Crock
Madvillain,8.0,Ryan Dombal
Starflyer 59,7.2,Adam Moerder
Ryan Adams & the Cardinals,7.2,Amanda Petrusich
Architecture in Helsinki,8.8,Rob Mitchum
Wha-ha-ha,7.9,Dominique Leone
Trembling Blue Stars,5.5,Joe Tangari
Super Furry Animals,7.4,Marc Hogan
The Ponys,7.8,Matthew Murphy
Cobra Verde,7.1,Jason Crock
Lau Nau,8.0,Brandon Stosuy
Ariel Pink's Haunted Graffiti,5.9,Cameron Macdonald
The Penetrators,6.5,Brian Howe
Love as Laughter,7.8,Matthew Murphy
Vitalic,8.6,Mark Pytlik
Stereolab,8.0,Nitsuh Abebe
The Raveonettes,6.8,Stephen M. Deusner
Tarwater,4.0,Mark Richardson
Eels,6.5,Rob Mitchum
DJ Shadow,7.7,Jonathan Zwickel
The Blue Van,5.0,Adam Moerder
OMFO,3.9,Nick Sylvester
Idlewild,6.2,Jason Crock
A Hawk and a Hacksaw,7.3,Matthew Murphy
Drowsy,7.5,Sam Ubl
Ben Folds Five,5.8,Marc Hogan
Alec Empire,3.7,Ryan Dombal
The Boy Least Likely To,8.5,Marc Hogan
Styrofoam,3.3,Sam Ubl
Okay,7.7,Stephen M. Deusner
The Czars,7.8,Joe Tangari
Markus Guentner,7.8,Jess Harvell
Supersystem,4.9,Jason Crock
John Zorn,7.5,Matthew Murphy
The Mountain Goats,7.2,Brandon Stosuy
Christopher O'Riley,6.2,Stephen M. Deusner
Dutch Dub,2.8,Brian Howe
Brazilian Girls,7.3,Nitsuh Abebe
Interpol,4.3,David Raposa
The Glimmers,7.5,Nick Sylvester
Emperor X,7.7,Chris Dahlen
Solvent,6.1,Nitsuh Abebe
Robert Pollard,0.0,Eric Carr
Enduser,8.1,Jess Harvell
Caribou,8.5,Mark Richardson
Autechre,7.4,Dominique Leone
Kammerflimmer Kollektief,7.6,Matthew Murphy
Hank,8.1,Joe Tangari
Micah P. Hinson,7.6,Stephen M. Deusner
Fantômas,5.8,Adam Moerder
Edan,8.8,Peter Macia
Weird War,7.3,Jason Crock
Polysics,8.2,Adam Moerder
The Bravery,5.3,Adam Moerder
South San Gabriel,6.0,Brian Howe
The Lucksmiths,8.3,Marc Hogan
Akron/Family,8.0,Sam Ubl
Swervedriver,8.4,David Raposa
Chicks on Speed,5.8,Cameron Macdonald
Buzzcocks,6.9,Jason Crock
Brian Eno,7.8,Mark Pytlik
Okkervil River,8.5,Stephen M. Deusner
